species	accession	chromosome	busco_odb12_complete_count	chromosome_size_b
Ormia_ochracea	GCA_963402855.1	OY727105.1	1268	78136516
Ormia_ochracea	GCA_963402855.1	OY727106.1	946	59918440
Ormia_ochracea	GCA_963402855.1	OY727107.1	917	59435180
Ormia_ochracea	GCA_963402855.1	OY727108.1	839	57965280
Ormia_ochracea	GCA_963402855.1	OY727109.1	920	53102178
Ormia_ochracea	GCA_963402855.1	OY727110.1	19	9854281
Ornithomya_avicularia	GCA_965250645.1	OZ252610.1	1247	34397941
Ornithomya_avicularia	GCA_965250645.1	OZ252611.1	963	29517524
Ornithomya_avicularia	GCA_965250645.1	OZ252612.1	910	27868292
Ornithomya_avicularia	GCA_965250645.1	OZ252613.1	935	25073223
Ornithomya_avicularia	GCA_965250645.1	OZ252614.1	808	28842293
Ornithomya_avicularia	GCA_965250645.1	OZ252615.1	0	15449177
Ornithomya_chloropus	GCA_963971445.1	OZ020529.1	2140	60723350
Ornithomya_chloropus	GCA_963971445.1	OZ020532.1	953	28393441
Ornithomya_chloropus	GCA_963971445.1	OZ020533.1	13	3942676
Ornithomya_chloropus	GCA_963971445.1	OZ020530.1	1618	56870124
Ornithomya_chloropus	GCA_963971445.1	OZ020531.1	5	43148219
Ornithomya_fringillina	GCA_963978525.1	OZ021691.1	1240	35974062
Ornithomya_fringillina	GCA_963978525.1	OZ021692.1	958	27564397
Ornithomya_fringillina	GCA_963978525.1	OZ021693.1	905	27384832
Ornithomya_fringillina	GCA_963978525.1	OZ021694.1	929	25189288
Ornithomya_fringillina	GCA_963978525.1	OZ021695.1	13	6112228
Ornithomya_fringillina	GCA_963978525.1	OZ021690.1	817	50101165
Orthonevra_brevicornis	GCA_965283055.1	OZ259518.1	1812	245533264
Orthonevra_brevicornis	GCA_965283055.1	OZ259519.1	963	137736221
Orthonevra_brevicornis	GCA_965283055.1	OZ259520.1	856	126288094
Orthonevra_brevicornis	GCA_965283055.1	OZ259521.1	622	96196791
Orthonevra_brevicornis	GCA_965283055.1	OZ259522.1	607	89522910
Orthonevra_brevicornis	GCA_965283055.1	OZ259523.1	65	27829144
Orthonevra_nobilis	GCA_963555765.1	OY743224.1	1830	170527251
Orthonevra_nobilis	GCA_963555765.1	OY743225.1	1399	144718074
Orthonevra_nobilis	GCA_963555765.1	OY743226.1	861	85426202
Orthonevra_nobilis	GCA_963555765.1	OY743227.1	799	78798906
Orthonevra_nobilis	GCA_963555765.1	OY743228.1	65	9785060
Orygma_luctuosum	GCA_965218485.1	OZ244628.1	922	41144870
Orygma_luctuosum	GCA_965218485.1	OZ244629.1	1241	40278310
Orygma_luctuosum	GCA_965218485.1	OZ244630.1	968	38176040
Orygma_luctuosum	GCA_965218485.1	OZ244631.1	914	35272055
Orygma_luctuosum	GCA_965218485.1	OZ244632.1	856	34704615
Oxycera_nigricornis	GCA_963942545.1	OZ012659.1	1156	128227828
Oxycera_nigricornis	GCA_963942545.1	OZ012660.1	1019	118937116
Oxycera_nigricornis	GCA_963942545.1	OZ012661.1	738	114368532
Oxycera_nigricornis	GCA_963942545.1	OZ012662.1	822	110185765
Oxycera_nigricornis	GCA_963942545.1	OZ012663.1	882	102640215
Oxycera_nigricornis	GCA_963942545.1	OZ012664.1	88	18383960
Oxycera_pygmaea	GCA_965211965.1	OZ243015.1	1168	220455428
Oxycera_pygmaea	GCA_965211965.1	OZ243016.1	741	148927116
Oxycera_pygmaea	GCA_965211965.1	OZ243017.1	1032	146805445
Oxycera_pygmaea	GCA_965211965.1	OZ243018.1	829	133050342
Oxycera_pygmaea	GCA_965211965.1	OZ243019.1	886	108141604
Oxycera_pygmaea	GCA_965211965.1	OZ243012.1	94	27090186
Oxycera_pygmaea	GCA_965211965.1	OZ243013.1	0	8322849
Palloptera_scutellata	GCA_958295655.1	OY282449.1	1889	158007244
Palloptera_scutellata	GCA_958295655.1	OY282450.1	1248	98550696
Palloptera_scutellata	GCA_958295655.1	OY282451.1	953	71523290
Palloptera_scutellata	GCA_958295655.1	OY282452.1	847	68594659
Palloptera_scutellata	GCA_958295655.1	OY282453.1	29	17211712
Panorpa_germanica	GCA_963678705.1	OY783204.1	171	30639171
Panorpa_germanica	GCA_963678705.1	OY783205.1	143	29108473
Panorpa_germanica	GCA_963678705.1	OY783206.1	262	27763522
Panorpa_germanica	GCA_963678705.1	OY783207.1	286	25360444
Panorpa_germanica	GCA_963678705.1	OY783208.1	47	24800094
Panorpa_germanica	GCA_963678705.1	OY783209.1	187	24531805
Panorpa_germanica	GCA_963678705.1	OY783210.1	138	22111551
Panorpa_germanica	GCA_963678705.1	OY783211.1	185	20879825
Panorpa_germanica	GCA_963678705.1	OY783212.1	214	19178891
Panorpa_germanica	GCA_963678705.1	OY783213.1	155	17756717
Panorpa_germanica	GCA_963678705.1	OY783214.1	116	17094263
Panorpa_germanica	GCA_963678705.1	OY783215.1	167	16625943
Panorpa_germanica	GCA_963678705.1	OY783216.1	116	16451125
Panorpa_germanica	GCA_963678705.1	OY783217.1	146	16304600
Panorpa_germanica	GCA_963678705.1	OY783218.1	151	15303954
Panorpa_germanica	GCA_963678705.1	OY783219.1	128	14495396
Panorpa_germanica	GCA_963678705.1	OY783220.1	139	14118734
Panorpa_germanica	GCA_963678705.1	OY783221.1	110	14015732
Panorpa_germanica	GCA_963678705.1	OY783222.1	156	13756844
Panorpa_germanica	GCA_963678705.1	OY783223.1	133	10115498
Panorpa_germanica	GCA_963678705.1	OY783203.1	363	47989005
Panzeria_rudis	GCA_956483635.1	OY101447.1	1276	203836987
Panzeria_rudis	GCA_956483635.1	OY101448.1	1184	202613819
Panzeria_rudis	GCA_956483635.1	OY101449.1	840	158859063
Panzeria_rudis	GCA_956483635.1	OY101450.1	952	152765791
Panzeria_rudis	GCA_956483635.1	OY101451.1	687	104396914
Panzeria_rudis	GCA_956483635.1	OY101452.1	18	13032597
Pedicia_rivosa	GCA_963082725.1	OY720151.1	1024	48947322
Pedicia_rivosa	GCA_963082725.1	OY720152.1	689	48652367
Pedicia_rivosa	GCA_963082725.1	OY720153.1	1007	47200452
Pedicia_rivosa	GCA_963082725.1	OY720154.1	853	45518741
Pedicia_rivosa	GCA_963082725.1	OY720155.1	933	45409195
Pedicia_rivosa	GCA_963082725.1	OY720156.1	77	9970974
Pedicia_rivosa	GCA_963082725.1	OY720157.1	0	4450751
Pegoplata_infirma	GCA_963921195.1	OY992536.1	1279	332497885
Pegoplata_infirma	GCA_963921195.1	OY992537.1	837	246881801
Pegoplata_infirma	GCA_963921195.1	OY992538.1	946	241705591
Pegoplata_infirma	GCA_963921195.1	OY992539.1	951	233035232
Pegoplata_infirma	GCA_963921195.1	OY992540.1	921	228884631
Pegoplata_infirma	GCA_963921195.1	OY992541.1	18	16688915
Pegoplata_infirma	GCA_963921195.1	OY992542.1	0	3783583
Phania_funesta	GCA_963932375.1	OZ010652.1	1291	132166341
Phania_funesta	GCA_963932375.1	OZ010653.1	862	118325474
Phania_funesta	GCA_963932375.1	OZ010654.1	959	95987737
Phania_funesta	GCA_963932375.1	OZ010655.1	922	92593389
Phania_funesta	GCA_963932375.1	OZ010656.1	968	92531714
Phania_funesta	GCA_963932375.1	OZ010657.1	17	8250213
Phaonia_angelicae	GCA_965111845.1	OZ217470.1	1252	390053187
Phaonia_angelicae	GCA_965111845.1	OZ217471.1	957	331105932
Phaonia_angelicae	GCA_965111845.1	OZ217472.1	849	315025452
Phaonia_angelicae	GCA_965111845.1	OZ217473.1	923	261827463
Phaonia_angelicae	GCA_965111845.1	OZ217474.1	964	255493074
Phaonia_tiefii	GCA_963931995.1	OZ008367.1	1265	382016842
Phaonia_tiefii	GCA_963931995.1	OZ008368.1	842	354375104
Phaonia_tiefii	GCA_963931995.1	OZ008369.1	958	298339950
Phaonia_tiefii	GCA_963931995.1	OZ008370.1	927	279317925
Phaonia_tiefii	GCA_963931995.1	OZ008371.1	964	219966880
Phasia_obesa	GCA_949628195.1	OX451215.1	1254	217615353
Phasia_obesa	GCA_949628195.1	OX451216.1	847	164829950
Phasia_obesa	GCA_949628195.1	OX451217.1	967	151089552
Phasia_obesa	GCA_949628195.1	OX451218.1	909	147530833
Phasia_obesa	GCA_949628195.1	OX451219.1	955	141169987
Phasia_obesa	GCA_949628195.1	OX451220.1	14	24277819
Pherbina_coryleti	GCA_943735915.1	OX030948.1	813	199727623
Pherbina_coryleti	GCA_943735915.1	OX030949.1	1237	182705019
Pherbina_coryleti	GCA_943735915.1	OX030950.1	932	178934347
Pherbina_coryleti	GCA_943735915.1	OX030951.1	908	145046100
Pherbina_coryleti	GCA_943735915.1	OX030952.1	985	136521607
Pherbina_coryleti	GCA_943735915.1	OX030953.1	32	18277518
Philhelius_pedissequus	GCA_910595825.1	OU343160.1	1213	346874609
Philhelius_pedissequus	GCA_910595825.1	OU343161.1	1379	248688513
Philhelius_pedissequus	GCA_910595825.1	OU343162.1	1441	195213701
Philhelius_pedissequus	GCA_910595825.1	OU343163.1	764	101208079
Philhelius_pedissequus	GCA_910595825.1	OU343164.1	59	38389835
Philhelius_pedissequus	GCA_910595825.1	OU343165.1	0	2991609
Philonicus_albiceps	GCA_963969385.1	OZ017772.1	1402	75075724
Philonicus_albiceps	GCA_963969385.1	OZ017773.1	1017	57530495
Philonicus_albiceps	GCA_963969385.1	OZ017774.1	845	45557323
Philonicus_albiceps	GCA_963969385.1	OZ017775.1	779	35334709
Philonicus_albiceps	GCA_963969385.1	OZ017776.1	696	32052861
Philonicus_albiceps	GCA_963969385.1	OZ017777.1	92	5596716
Philophylla_caesio	GCA_963971545.1	OZ020604.1	1237	222318165
Philophylla_caesio	GCA_963971545.1	OZ020606.1	976	126413923
Philophylla_caesio	GCA_963971545.1	OZ020607.1	927	124272521
Philophylla_caesio	GCA_963971545.1	OZ020608.1	959	119999312
Philophylla_caesio	GCA_963971545.1	OZ020609.1	825	102652390
Philophylla_caesio	GCA_963971545.1	OZ020605.1	23	70209230
Phlebotomus_papatasi	GCF_024763615.1	NC_077222.1	1711	112275094
Phlebotomus_papatasi	GCF_024763615.1	NC_077223.1	1775	111783093
Phlebotomus_papatasi	GCF_024763615.1	NC_077224.1	1137	90359746
Phlebotomus_papatasi	GCF_024763615.1	NC_077225.1	0	6039160
Phlebotomus_papatasi	GCF_024763615.1	NC_077226.1	34	4567584
Phortica_okadai	GCA_034638295.1	CM067848.1	828	54362306
Phortica_okadai	GCA_034638295.1	CM067849.1	1250	49267525
Phortica_okadai	GCA_034638295.1	CM067850.1	839	47452621
Phortica_okadai	GCA_034638295.1	CM067851.1	962	43673919
Phortica_okadai	GCA_034638295.1	CM067852.1	918	37021085
Phortica_okadai	GCA_034638295.1	CM067853.1	5	26707679
Physocephala_rufipes	GCA_963966595.1	OZ016501.1	1155	55565137
Physocephala_rufipes	GCA_963966595.1	OZ016502.1	784	50063277
Physocephala_rufipes	GCA_963966595.1	OZ016503.1	938	41882264
Physocephala_rufipes	GCA_963966595.1	OZ016504.1	846	40828837
Physocephala_rufipes	GCA_963966595.1	OZ016505.1	886	38199219
Phyto_melanocephala	GCA_941918925.1	OW799233.1	1280	185666168
Phyto_melanocephala	GCA_941918925.1	OW799234.1	924	137099412
Phyto_melanocephala	GCA_941918925.1	OW799235.1	968	136775264
Phyto_melanocephala	GCA_941918925.1	OW799236.1	848	133596152
Phyto_melanocephala	GCA_941918925.1	OW799237.1	965	119657673
Phyto_melanocephala	GCA_941918925.1	OW799238.1	19	26898888
Platycheirus_albimanus	GCA_916050605.2	OU696696.1	1791	375708846
Platycheirus_albimanus	GCA_916050605.2	OU696697.1	1671	157307404
Platycheirus_albimanus	GCA_916050605.2	OU696698.1	1305	116005501
Platycheirus_albimanus	GCA_916050605.2	OU696699.1	59	25395161
Platycheirus_rosarum	GCA_963971375.1	OZ020507.1	1212	304391977
Platycheirus_rosarum	GCA_963971375.1	OZ020508.1	1505	160868514
Platycheirus_rosarum	GCA_963971375.1	OZ020509.1	1216	148040970
Platycheirus_rosarum	GCA_963971375.1	OZ020510.1	845	120634506
Platycheirus_rosarum	GCA_963971375.1	OZ020511.1	61	13904498
Platycheirus_rosarum	GCA_963971375.1	OZ020512.1	0	1725761
Plecia_longiforceps	GCA_041753815.1	CM085462.1	964	192788022
Plecia_longiforceps	GCA_041753815.1	CM085463.1	1076	139178628
Plecia_longiforceps	GCA_041753815.1	CM085464.1	885	98122942
Plecia_longiforceps	GCA_041753815.1	CM085465.1	478	82241193
Plecia_longiforceps	GCA_041753815.1	CM085466.1	198	46905100
Plecia_longiforceps	GCA_041753815.1	CM085467.1	375	37397805
Plecia_longiforceps	GCA_041753815.1	CM085468.1	110	37034503
Plecia_longiforceps	GCA_041753815.1	CM085469.1	40	19750146
Pocota_personata	GCA_963082735.1	OY720429.1	1213	279389706
Pocota_personata	GCA_963082735.1	OY720430.1	1786	247560496
Pocota_personata	GCA_963082735.1	OY720431.1	960	147650336
Pocota_personata	GCA_963082735.1	OY720432.1	894	123742089
Pocota_personata	GCA_963082735.1	OY720433.1	64	32319738
Poecilobothrus_nobilitatus	GCA_947095535.1	OX352772.1	1183	378734160
Poecilobothrus_nobilitatus	GCA_947095535.1	OX352773.1	1773	272287048
Poecilobothrus_nobilitatus	GCA_947095535.1	OX352774.1	1676	271038982
Poecilobothrus_nobilitatus	GCA_947095535.1	OX352775.1	67	14794836
Poecilobothrus_nobilitatus	GCA_947095535.1	OX352776.1	0	1259980
Polietes_domitor	GCA_947397865.1	OX377618.1	1235	278847389
Polietes_domitor	GCA_947397865.1	OX377619.1	849	191252537
Polietes_domitor	GCA_947397865.1	OX377620.1	920	190665199
Polietes_domitor	GCA_947397865.1	OX377621.1	954	177686729
Polietes_domitor	GCA_947397865.1	OX377622.1	940	149011708
Polietes_domitor	GCA_947397865.1	OX377623.1	0	9782267
Polietes_lardarius	GCA_965226705.1	OZ245704.1	1261	330996858
Polietes_lardarius	GCA_965226705.1	OZ245705.1	922	224487292
Polietes_lardarius	GCA_965226705.1	OZ245706.1	836	221024710
Polietes_lardarius	GCA_965226705.1	OZ245707.1	945	217671313
Polietes_lardarius	GCA_965226705.1	OZ245708.1	960	172226802
Pollenia_amentaria	GCA_943735925.1	OX031006.1	1293	300440965
Pollenia_amentaria	GCA_943735925.1	OX031007.1	848	255158195
Pollenia_amentaria	GCA_943735925.1	OX031008.1	921	235639307
Pollenia_amentaria	GCA_943735925.1	OX031009.1	963	234027751
Pollenia_amentaria	GCA_943735925.1	OX031010.1	953	216126336
Pollenia_amentaria	GCA_943735925.1	OX031011.1	17	27057198
Pollenia_angustigena	GCA_930367215.1	OV884056.1	1292	329103898
Pollenia_angustigena	GCA_930367215.1	OV884057.1	847	266482116
Pollenia_angustigena	GCA_930367215.1	OV884058.1	963	255371252
Pollenia_angustigena	GCA_930367215.1	OV884059.1	925	249620899
Pollenia_angustigena	GCA_930367215.1	OV884060.1	957	238882577
Pollenia_angustigena	GCA_930367215.1	OV884061.1	16	22520566
Pollenia_griseotomentosa	GCA_963931875.1	OZ007560.1	1294	259880515
Pollenia_griseotomentosa	GCA_963931875.1	OZ007561.1	847	205072316
Pollenia_griseotomentosa	GCA_963931875.1	OZ007562.1	963	194518302
Pollenia_griseotomentosa	GCA_963931875.1	OZ007563.1	927	193379287
Pollenia_griseotomentosa	GCA_963931875.1	OZ007564.1	953	169340175
Pollenia_griseotomentosa	GCA_963931875.1	OZ007565.1	16	19708152
Pollenia_labialis	GCA_949318255.1	OX439139.1	1295	219663937
Pollenia_labialis	GCA_949318255.1	OX439140.1	960	175879018
Pollenia_labialis	GCA_949318255.1	OX439141.1	858	172077407
Pollenia_labialis	GCA_949318255.1	OX439142.1	922	168601596
Pollenia_labialis	GCA_949318255.1	OX439143.1	954	148107744
Pollenia_labialis	GCA_949318255.1	OX439144.1	17	14517709
Pollenia_pediculata	GCA_964300415.1	OZ199114.1	1297	275306207
Pollenia_pediculata	GCA_964300415.1	OZ199115.1	966	221388174
Pollenia_pediculata	GCA_964300415.1	OZ199116.1	854	221330053
Pollenia_pediculata	GCA_964300415.1	OZ199117.1	932	215713605
Pollenia_pediculata	GCA_964300415.1	OZ199118.1	952	196120873
Pollenia_pediculata	GCA_964300415.1	OZ199119.1	17	24519825
Polypedilum_vanderplanki	GCA_018290095.1	CM031379.1	1422	36877143
Polypedilum_vanderplanki	GCA_018290095.1	CM031380.1	1306	35209052
Polypedilum_vanderplanki	GCA_018290095.1	CM031381.1	1142	31432203
Polypedilum_vanderplanki	GCA_018290095.1	CM031382.1	218	14019908
Portevinia_maculata	GCA_949715645.1	OX454525.1	1856	406294527
Portevinia_maculata	GCA_949715645.1	OX454526.1	1299	310928733
Portevinia_maculata	GCA_949715645.1	OX454527.1	956	235840238
Portevinia_maculata	GCA_949715645.1	OX454528.1	733	139547270
Portevinia_maculata	GCA_949715645.1	OX454530.1	2	8431506
Portevinia_maculata	GCA_949715645.1	OX454529.1	64	13571369
Propsilocerus_akamusi	GCA_018397935.1	CM031468.1	1404	27063133
Propsilocerus_akamusi	GCA_018397935.1	CM031469.1	1278	26110296
Propsilocerus_akamusi	GCA_018397935.1	CM031470.1	772	15341088
Propsilocerus_akamusi	GCA_018397935.1	CM031471.1	711	12613228
Protocalliphora_azurea	GCA_932274085.1	OW026519.1	1292	212808213
Protocalliphora_azurea	GCA_932274085.1	OW026520.1	853	166175570
Protocalliphora_azurea	GCA_932274085.1	OW026521.1	957	164199054
Protocalliphora_azurea	GCA_932274085.1	OW026522.1	968	157909393
Protocalliphora_azurea	GCA_932274085.1	OW026523.1	921	151389329
Protocalliphora_azurea	GCA_932274085.1	OW026524.1	17	18978543
Protocalliphora_azurea	GCA_932274085.1	OW026525.1	0	2322421
Protophormia_terraenovae	GCA_951394005.1	OX596073.1	1293	198497146
Protophormia_terraenovae	GCA_951394005.1	OX596074.1	852	154040820
Protophormia_terraenovae	GCA_951394005.1	OX596075.1	965	140006774
Protophormia_terraenovae	GCA_951394005.1	OX596076.1	924	136063481
Protophormia_terraenovae	GCA_951394005.1	OX596077.1	962	134598639
Protophormia_terraenovae	GCA_951394005.1	OX596078.1	16	17156968
Protophormia_terraenovae	GCA_951394005.1	OX596079.1	0	3111151
Pseudolycoriella_hygida	GCA_029228625.1	CM055403.1	1172	192845219
Pseudolycoriella_hygida	GCA_029228625.1	CM055404.1	864	155796291
Pseudolycoriella_hygida	GCA_029228625.1	CM055405.1	617	64471705
Pseudolycoriella_hygida	GCA_029228625.1	CM055406.1	1014	136883156
Ptychoptera_albimana	GCA_961205885.1	OY540801.1	747	48832336
Ptychoptera_albimana	GCA_961205885.1	OY540802.1	1101	37610080
Ptychoptera_albimana	GCA_961205885.1	OY540803.1	867	35422782
Ptychoptera_albimana	GCA_961205885.1	OY540804.1	1019	32163948
Ptychoptera_albimana	GCA_961205885.1	OY540805.1	709	25887065
Ptychoptera_albimana	GCA_961205885.1	OY540807.1	99	4846732
Ptychoptera_albimana	GCA_961205885.1	OY540806.1	0	8262748
Ptychoptera_contaminata	GCA_963942525.1	OZ012636.1	1398	52711460
Ptychoptera_contaminata	GCA_963942525.1	OZ012637.1	1168	44611568
Ptychoptera_contaminata	GCA_963942525.1	OZ012638.1	1008	36522127
Ptychoptera_contaminata	GCA_963942525.1	OZ012639.1	866	29886140
Ptychoptera_contaminata	GCA_963942525.1	OZ012640.1	91	5691299
Ptychoptera_contaminata	GCA_963942525.1	OZ012641.1	0	1255868
Rhagio_lineola	GCA_964211845.1	OZ124298.1	1411	516810835
Rhagio_lineola	GCA_964211845.1	OZ124299.1	1136	398369368
Rhagio_lineola	GCA_964211845.1	OZ124300.1	1106	373616825
Rhagio_lineola	GCA_964211845.1	OZ124301.1	780	248182989
Rhagio_lineola	GCA_964211845.1	OZ124302.1	87	70530634
Rhamphomyia_laevipes	GCA_963920725.1	OY987255.1	886	144371129
Rhamphomyia_laevipes	GCA_963920725.1	OY987256.1	846	62624551
Rhamphomyia_laevipes	GCA_963920725.1	OY987257.1	1144	61364615
Rhamphomyia_laevipes	GCA_963920725.1	OY987258.1	792	58424255
Rhamphomyia_laevipes	GCA_963920725.1	OY987259.1	949	54423523
Rhamphomyia_laevipes	GCA_963920725.1	OY987260.1	52	5440680
Rhamphomyia_laevipes	GCA_963920725.1	OY987261.1	0	2674640
Rhingia_campestris	GCA_932526625.1	OW052182.1	1806	225428936
Rhingia_campestris	GCA_932526625.1	OW052183.1	1222	183825083
Rhingia_campestris	GCA_932526625.1	OW052184.1	959	123073401
Rhingia_campestris	GCA_932526625.1	OW052185.1	845	119458993
Rhingia_campestris	GCA_932526625.1	OW052186.1	62	43243453
Rhingia_rostrata	GCA_949824845.1	OX463755.1	1826	206298333
Rhingia_rostrata	GCA_949824845.1	OX463756.1	1201	149206226
Rhingia_rostrata	GCA_949824845.1	OX463757.1	971	107517043
Rhingia_rostrata	GCA_949824845.1	OX463758.1	863	90944227
Rhingia_rostrata	GCA_949824845.1	OX463759.1	57	49366005
Sabethes_cyaneus	GCF_943734655.1	NC_071353.1	1175	174811163
Sabethes_cyaneus	GCF_943734655.1	NC_071354.1	1835	246577358
Sabethes_cyaneus	GCF_943734655.1	NC_071355.1	1837	254546948
Sarcophaga_caerulescens	GCA_927399465.1	OV656872.1	1281	141445521
Sarcophaga_caerulescens	GCA_927399465.1	OV656873.1	921	121023658
Sarcophaga_caerulescens	GCA_927399465.1	OV656866.1	854	113339294
Sarcophaga_caerulescens	GCA_927399465.1	OV656867.1	960	109336855
Sarcophaga_caerulescens	GCA_927399465.1	OV656868.1	949	96303733
Sarcophaga_caerulescens	GCA_927399465.1	OV656869.1	17	8754617
Sarcophaga_caerulescens	GCA_927399465.1	OV656870.1	0	1095657
Sarcophaga_carnaria	GCA_958299815.1	OY283149.1	910	160550193
Sarcophaga_carnaria	GCA_958299815.1	OY283150.1	1286	144311656
Sarcophaga_carnaria	GCA_958299815.1	OY283151.1	968	129022085
Sarcophaga_carnaria	GCA_958299815.1	OY283152.1	853	128490599
Sarcophaga_carnaria	GCA_958299815.1	OY283153.1	943	127679555
Sarcophaga_carnaria	GCA_958299815.1	OY283154.1	13	21255716
Sarcophaga_peregrina	GCA_014635995.1	CM025789.1	1255	133161251
Sarcophaga_peregrina	GCA_014635995.1	CM025790.1	887	107243759
Sarcophaga_peregrina	GCA_014635995.1	CM025791.1	845	105450863
Sarcophaga_peregrina	GCA_014635995.1	CM025792.1	934	104241901
Sarcophaga_peregrina	GCA_014635995.1	CM025793.1	890	89213845
Sarcophaga_peregrina	GCA_014635995.1	CM025794.1	19	8881977
Sarcophaga_rosellei	GCA_930367235.1	OV884017.1	1290	121533712
Sarcophaga_rosellei	GCA_930367235.1	OV884018.1	922	114716584
Sarcophaga_rosellei	GCA_930367235.1	OV884019.1	857	101196005
Sarcophaga_rosellei	GCA_930367235.1	OV884020.1	966	97575057
Sarcophaga_rosellei	GCA_930367235.1	OV884021.1	953	86778848
Sarcophaga_rosellei	GCA_930367235.1	OV884022.1	18	7036408
Sarcophaga_subvicina	GCA_936449025.2	OW388080.2	919	165687905
Sarcophaga_subvicina	GCA_936449025.2	OW388081.2	1296	138694203
Sarcophaga_subvicina	GCA_936449025.2	OW388082.2	851	122749534
Sarcophaga_subvicina	GCA_936449025.2	OW388083.2	969	119220854
Sarcophaga_subvicina	GCA_936449025.2	OW388084.2	955	117702985
Sarcophaga_subvicina	GCA_936449025.2	OW388085.2	16	20958686
Sarcophaga_variegata	GCA_932273835.1	OW026358.1	918	167104922
Sarcophaga_variegata	GCA_932273835.1	OW026359.1	1287	141456241
Sarcophaga_variegata	GCA_932273835.1	OW026360.1	956	130241815
Sarcophaga_variegata	GCA_932273835.1	OW026361.1	863	129560050
Sarcophaga_variegata	GCA_932273835.1	OW026362.1	961	116879514
Sarcophaga_variegata	GCA_932273835.1	OW026363.1	8	10724851
Sarcophaga_variegata	GCA_932273835.1	OW026364.1	0	3572267
Scaeva_pyrastri	GCA_905146935.1	LR989927.1	2147	140037165
Scaeva_pyrastri	GCA_905146935.1	LR989928.1	1291	86161057
Scaeva_pyrastri	GCA_905146935.1	LR989929.1	1449	84566249
Scaeva_pyrastri	GCA_905146935.1	LR989930.1	60	9265351
Scathophaga_stercoraria	GCA_040938175.1	CM082077.1	1294	122482025
Scathophaga_stercoraria	GCA_040938175.1	CM082078.1	924	96873013
Scathophaga_stercoraria	GCA_040938175.1	CM082079.1	944	87302550
Scathophaga_stercoraria	GCA_040938175.1	CM082080.1	841	91808514
Scathophaga_stercoraria	GCA_040938175.1	CM082081.1	953	83536717
Scathophaga_stercoraria	GCA_040938175.1	CM082082.1	10	26545079
Scellus_notatus	GCA_964204855.1	OZ123351.1	1162	123424776
Scellus_notatus	GCA_964204855.1	OZ123352.1	1031	121741210
Scellus_notatus	GCA_964204855.1	OZ123353.1	1637	105403634
Scellus_notatus	GCA_964204855.1	OZ123354.1	59	35775610
Scellus_notatus	GCA_964204855.1	OZ123355.1	763	56844977
Sciapus_platypterus	GCA_964204755.1	OZ123436.1	1250	251409808
Sciapus_platypterus	GCA_964204755.1	OZ123437.1	978	224068120
Sciapus_platypterus	GCA_964204755.1	OZ123438.1	986	190239623
Sciapus_platypterus	GCA_964204755.1	OZ123439.1	727	156605100
Sciapus_platypterus	GCA_964204755.1	OZ123440.1	656	141171670
Sciapus_platypterus	GCA_964204755.1	OZ123441.1	55	18159981
Sericomyia_silentis	GCA_964264485.1	OZ183049.1	1237	194003166
Sericomyia_silentis	GCA_964264485.1	OZ183050.1	1243	191407063
Sericomyia_silentis	GCA_964264485.1	OZ183051.1	992	151148930
Sericomyia_silentis	GCA_964264485.1	OZ183052.1	915	114363277
Sericomyia_silentis	GCA_964264485.1	OZ183053.1	497	70489398
Sericomyia_silentis	GCA_964264485.1	OZ183054.1	61	28877622
Sericomyia_silentis	GCA_964264485.1	OZ183055.1	0	1686027
Sicus_ferrugineus	GCA_922984085.1	OV277348.1	593	76899290
Sicus_ferrugineus	GCA_922984085.1	OV277349.1	798	67513306
Sicus_ferrugineus	GCA_922984085.1	OV277350.1	962	44927291
Sicus_ferrugineus	GCA_922984085.1	OV277352.1	1234	39266337
Sicus_ferrugineus	GCA_922984085.1	OV277354.1	312	15243078
Sicus_ferrugineus	GCA_922984085.1	OV277351.1	874	40603029
Sicus_ferrugineus	GCA_922984085.1	OV277353.1	28	26327110
Smittia_aterrima	GCA_033063855.1	CP093829.1	1415	25730300
Smittia_aterrima	GCA_033063855.1	CP093830.1	1254	23351300
Smittia_aterrima	GCA_033063855.1	CP093831.1	1481	29372253
Smittia_sp	GCA_033064975.1	CP093832.1	1365	23532900
Smittia_sp	GCA_033064975.1	CP093833.1	1229	21740100
Smittia_sp	GCA_033064975.1	CP093834.1	1499	26285805
Sphaerophoria_taeniata	GCA_943590905.1	OX016540.1	2320	298134333
Sphaerophoria_taeniata	GCA_943590905.1	OX016541.1	1440	164279875
Sphaerophoria_taeniata	GCA_943590905.1	OX016542.1	1030	137078795
Sphaerophoria_taeniata	GCA_943590905.1	OX016543.1	59	8782567
Sphaerophoria_taeniata	GCA_943590905.1	OX016544.1	0	245049
Sphenella_marginata	GCA_951509765.1	OX608078.1	6	129039367
Sphenella_marginata	GCA_951509765.1	OX608079.1	1240	125531341
Sphenella_marginata	GCA_951509765.1	OX608080.1	800	109573589
Sphenella_marginata	GCA_951509765.1	OX608081.1	916	81289201
Sphenella_marginata	GCA_951509765.1	OX608082.1	955	78348072
Sphenella_marginata	GCA_951509765.1	OX608083.1	984	66161324
Stomorhina_lunata	GCA_933228675.1	OW121740.1	1274	186698790
Stomorhina_lunata	GCA_933228675.1	OW121741.1	860	144440484
Stomorhina_lunata	GCA_933228675.1	OW121742.1	978	129649560
Stomorhina_lunata	GCA_933228675.1	OW121743.1	922	129064048
